commune_depart_id;code_insee;commune_nom;groupe_commune;departement;pays;sources
INSEE_42207;42207;Saint-Chamond;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart
INSEE_42218;42218;Saint-Étienne;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart
INSEE_42225;42225;Genilac;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart
INSEE_42234;42234;Saint-Héand;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart
INSEE_42275;42275;Saint-Priest-en-Jarez;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart
INSEE_42302;42302;Sorbiers;Saint-Etienne Métropole;42;France;rpc_arrivee
INSEE_42305;42305;La Talaudière;Saint-Etienne Métropole;42;France;rpc_arrivee, rpc_depart
INSEE_43012;43012;Aurec-sur-Loire;Communauté de communes Loire et Semène;43;France;rpc_arrivee
INSEE_69003;69003;Albigny-sur-Saône;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69006;69006;Amplepuis;Communauté d'agglomération de l'Ouest Rhodanien;69;France;rpc_arrivee, rpc_depart
INSEE_69007;69007;Ampuis;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee, rpc_depart
INSEE_69009;69009;Anse;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69010;69010;L'Arbresle;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69013;69013;Arnas;Communauté d'agglomération Villefranche Beaujolais Saône;69;France;rpc_arrivee, rpc_depart
INSEE_69019;69019;Belleville-en-Beaujolais;Communauté de communes Saône-Beaujolais;69;France;rpc_arrivee, rpc_depart
INSEE_69020;69020;Belmont-d'Azergues;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69021;69021;Bessenay;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69023;69023;Blacé;Communauté d'agglomération Villefranche Beaujolais Saône;69;France;rpc_arrivee, rpc_depart
INSEE_69024;69024;Val d'Oingt;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69027;69027;Brignais;Communauté de communes de la Vallée du Garon (CCVG);69;France;rpc_arrivee, rpc_depart
INSEE_69028;69028;Brindas;Communauté de communes des Vallons du Lyonnais (CCVL);69;France;rpc_arrivee, rpc_depart
INSEE_69029;69029;Bron;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69031;69031;Brussieu;Communauté de communes des Monts du Lyonnais;69;France;rpc_arrivee, rpc_depart
INSEE_69032;69032;Bully;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69033;69033;Cailloux-sur-Fontaines;Métropole de Lyon;69;France;rpc_depart
INSEE_69034;69034;Caluire-et-Cuire;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69040;69040;Champagne-au-Mont-d'Or;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69043;69043;Chaponost;Communauté de communes de la Vallée du Garon (CCVG);69;France;rpc_arrivee, rpc_depart
INSEE_69044;69044;Charbonnières-les-Bains;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart, stations_taxi
INSEE_69046;69046;Charly;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69049;69049;Chasselay;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69050;69050;Châtillon;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69051;69051;Chaussan;Communauté de communes du Pays Mornantais (COPAMO);69;France;rpc_depart
INSEE_69052;69052;Chazay-d'Azergues;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69057;69057;Chevinay;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69058;69058;Chiroubles;Communauté de communes Saône-Beaujolais;69;France;rpc_arrivee, rpc_depart
INSEE_69059;69059;Civrieux-d'Azergues;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69063;69063;Collonges-au-Mont-d'Or;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69064;69064;Condrieu;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee, rpc_depart
INSEE_69069;69069;Craponne;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart
INSEE_69070;69070;Cublize;Communauté d'agglomération de l'Ouest Rhodanien;69;France;rpc_arrivee
INSEE_69071;69071;Curis-au-Mont-d'Or;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69072;69072;Dardilly;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69076;69076;Dommartin;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69077;69077;Dracé;Communauté de communes Saône-Beaujolais;69;France;rpc_arrivee, rpc_depart
INSEE_69080;69080;Échalas;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee, rpc_depart
INSEE_69081;69081;Écully;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart, stations_taxi
INSEE_69085;69085;Fleurieu-sur-Saône;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69086;69086;Fleurieux-sur-l'Arbresle;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69088;69088;Fontaines-sur-Saône;Métropole de Lyon;69;France;chantiers, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69089;69089;Francheville;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69090;69090;Frontenas;CC Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69091;69091;Givors;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69092;69092;Gleizé;Communauté d'agglomération Villefranche Beaujolais Saône;69;France;rpc_arrivee, rpc_depart
INSEE_69093;69093;Grandris;Communauté d'agglomération de l'Ouest Rhodanien;69;France;rpc_arrivee, rpc_depart
INSEE_69094;69094;Grézieu-la-Varenne;Communauté de communes des Vallons du Lyonnais (CCVL);69;France;rpc_arrivee, rpc_depart
INSEE_69096;69096;Grigny;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69097;69097;Les Haies;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee, rpc_depart
INSEE_69100;69100;Irigny;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart
INSEE_69106;69106;Lachassagne;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69109;69109;Lantignié;CC Saône-Beaujolais;69;France;rpc_depart
INSEE_69111;69111;Légny;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69112;69112;Lentilly;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69115;69115;Limas;Communauté d'agglomération Villefranche Beaujolais Saône;69;France;rpc_arrivee, rpc_depart
INSEE_69116;69116;Limonest;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart, stations_taxi
INSEE_69117;69117;Lissieu;Métropole de Lyon;69;France;chantiers, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69118;69118;Loire-sur-Rhône;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee, rpc_depart
INSEE_69120;69120;69120;;69;France;comptage_sites
INSEE_69121;69121;Lozanne;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69122;69122;Lucenay;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69123;69123;69123;;69;France;comptage_sites
INSEE_69126;69126;Marcy;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69127;69127;Marcy-l'Étoile;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart
INSEE_69131;69131;Messimy;Communauté de communes des Vallons du Lyonnais (CCVL);69;France;rpc_arrivee, rpc_depart
INSEE_69133;69133;Millery;Communauté de communes de la Vallée du Garon (CCVG);69;France;rpc_arrivee, rpc_depart
INSEE_69136;69136;Montagny;Communauté de communes de la Vallée du Garon (CCVG);69;France;rpc_arrivee, rpc_depart
INSEE_69140;69140;Morancé;CC Beaujolais Pierres Dorées;69;France;rpc_arrivee
INSEE_69141;69141;Mornant;Communauté de communes du Pays Mornantais (COPAMO);69;France;rpc_arrivee, rpc_depart
INSEE_69142;69142;La Mulatière;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69143;69143;Neuville-sur-Saône;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart, stations_taxi
INSEE_69148;69148;Orliénas;Communauté de communes du Pays Mornantais (COPAMO);69;France;rpc_arrivee, rpc_depart
INSEE_69149;69149;Oullins-Pierre-Bénite;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart, stations_taxi
INSEE_69151;69151;Le Perréon;CA Villefranche Beaujolais Saône;69;France;rpc_arrivee, rpc_depart
INSEE_69153;69153;Poleymieux-au-Mont-d'Or;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69154;69154;Pollionnay;Communauté de communes des Vallons du Lyonnais (CCVL);69;France;rpc_arrivee, rpc_depart
INSEE_69156;69156;Pommiers;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69157;69157;Vindry-sur-Turdine;Communauté d'agglomération de l'Ouest Rhodanien;69;France;rpc_arrivee, rpc_depart
INSEE_69163;69163;Quincieux;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69168;69168;Rochetaillée-sur-Saône;;69;France;stations_taxi
INSEE_69171;69171;Sain-Bel;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69174;69174;Les Sauvages;CA de l'Ouest Rhodanien;69;France;rpc_depart
INSEE_69175;69175;Savigny;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69176;69176;Soucieu-en-Jarrest;Communauté de communes du Pays Mornantais (COPAMO);69;France;rpc_arrivee, rpc_depart
INSEE_69177;69177;Sourcieux-les-Mines;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69178;69178;Souzy;Communauté de communes des Monts du Lyonnais;69;France;rpc_arrivee, rpc_depart
INSEE_69179;69179;Beauvallon;Communauté de communes du Pays Mornantais (COPAMO);69;France;rpc_arrivee, rpc_depart
INSEE_69188;69188;Saint-Clément-sur-Valsonne;Communauté d'agglomération de l'Ouest Rhodanien;69;France;rpc_arrivee, rpc_depart
INSEE_69189;69189;Sainte-Colombe;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee, rpc_depart
INSEE_69190;69190;Sainte-Consorce;Communauté de communes des Vallons du Lyonnais (CCVL);69;France;rpc_arrivee, rpc_depart
INSEE_69191;69191;Saint-Cyr-au-Mont-d'Or;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart
INSEE_69194;69194;Saint-Didier-au-Mont-d'Or;Métropole de Lyon;69;France;chantiers, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69199;69199;Saint-Fons;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69201;69201;Sainte-Foy-l'Argentière;Communauté de communes des Monts du Lyonnais;69;France;rpc_arrivee, rpc_depart
INSEE_69202;69202;Sainte-Foy-lès-Lyon;Métropole de Lyon;69;France;chantiers, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69203;69203;Saint-Genis-l'Argentière;Communauté de communes des Monts du Lyonnais;69;France;rpc_arrivee, rpc_depart
INSEE_69204;69204;Saint-Genis-Laval;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69205;69205;Saint-Genis-les-Ollières;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69206;69206;Saint-Georges-de-Reneins;Communauté de communes Saône-Beaujolais;69;France;rpc_arrivee, rpc_depart
INSEE_69207;69207;Saint-Germain-au-Mont-d'Or;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart, stations_taxi
INSEE_69208;69208;Saint-Germain-Nuelles;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69219;69219;Saint-Laurent-d'Agny;Communauté de communes du Pays Mornantais (COPAMO);69;France;rpc_arrivee, rpc_depart
INSEE_69220;69220;Saint-Laurent-de-Chamousset;Communauté de communes des Monts du Lyonnais;69;France;rpc_arrivee, rpc_depart
INSEE_69227;69227;Saint-Martin-en-Haut;Communauté de communes des Monts du Lyonnais;69;France;rpc_arrivee, rpc_depart
INSEE_69228;69228;Chabanière;Communauté de communes du Pays Mornantais (COPAMO);69;France;rpc_arrivee, rpc_depart
INSEE_69231;69231;Saint-Pierre-la-Palud;Communauté de communes du Pays de l'Arbresle (CCPA);69;France;rpc_arrivee, rpc_depart
INSEE_69233;69233;Saint-Romain-au-Mont-d'Or;Métropole de Lyon;69;France;rpc_arrivee
INSEE_69235;69235;Saint-Romain-en-Gal;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee, rpc_depart
INSEE_69236;69236;Saint-Romain-en-Gier;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee
INSEE_69238;69238;Saint-Symphorien-sur-Coise;Communauté de communes des Monts du Lyonnais;69;France;rpc_arrivee, rpc_depart
INSEE_69242;69242;Taponas;CC Saône-Beaujolais;69;France;rpc_arrivee
INSEE_69243;69243;Tarare;Communauté d'agglomération de l'Ouest Rhodanien;69;France;rpc_arrivee, rpc_depart
INSEE_69244;69244;Tassin-la-Demi-Lune;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69246;69246;Theizé;Communauté de communes Beaujolais Pierres Dorées;69;France;rpc_arrivee, rpc_depart
INSEE_69249;69249;Thurins;Communauté de communes des Vallons du Lyonnais (CCVL);69;France;rpc_arrivee, rpc_depart
INSEE_69250;69250;La Tour-de-Salvagny;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69252;69252;Trèves;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee, rpc_depart
INSEE_69253;69253;Tupin-et-Semons;Communauté d'agglomération Vienne Condrieu;69;France;rpc_arrivee
INSEE_69255;69255;Vaugneray;Communauté de communes des Vallons du Lyonnais (CCVL);69;France;rpc_arrivee, rpc_depart
INSEE_69256;69256;Vaulx-en-Velin;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69259;69259;Vénissieux;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69260;69260;Vernaison;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart, stations_taxi
INSEE_69264;69264;Villefranche-sur-Saône;Communauté d'agglomération Villefranche Beaujolais Saône;69;France;rpc_arrivee, rpc_depart
INSEE_69266;69266;Villeurbanne;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69268;69268;Vourles;Communauté de communes de la Vallée du Garon (CCVG);69;France;rpc_arrivee, rpc_depart
INSEE_69270;69270;Chaponnay;Communauté de communes du Pays de l'Ozon;69;France;rpc_arrivee, rpc_depart
INSEE_69271;69271;Chassieu;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69272;69272;Communay;Communauté de communes du Pays de l'Ozon;69;France;rpc_arrivee, rpc_depart
INSEE_69273;69273;Corbas;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69275;69275;Décines-Charpieu;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69276;69276;Feyzin;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart
INSEE_69277;69277;Genas;Communauté de communes de l'Est Lyonnais (CCEL);69;France;rpc_arrivee, rpc_depart
INSEE_69278;69278;Genay;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart, stations_taxi
INSEE_69279;69279;Jonage;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69281;69281;Marennes;CC du Pays de l'Ozon;69;France;rpc_depart
INSEE_69282;69282;Meyzieu;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69283;69283;Mions;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart, stations_taxi
INSEE_69284;69284;Montanay;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart
INSEE_69285;69285;Pusignan;Communauté de communes de l'Est Lyonnais (CCEL);69;France;rpc_arrivee, rpc_depart
INSEE_69286;69286;Rillieux-la-Pape;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69287;69287;Saint-Bonnet-de-Mure;Communauté de communes de l'Est Lyonnais (CCEL);69;France;rpc_arrivee, rpc_depart
INSEE_69288;69288;Saint-Laurent-de-Mure;Communauté de communes de l'Est Lyonnais (CCEL);69;France;rpc_arrivee, rpc_depart
INSEE_69289;69289;Saint-Pierre-de-Chandieu;Communauté de communes de l'Est Lyonnais (CCEL);69;France;rpc_arrivee, rpc_depart
INSEE_69290;69290;Saint-Priest;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69291;69291;Saint-Symphorien-d'Ozon;Communauté de communes du Pays de l'Ozon;69;France;rpc_arrivee, rpc_depart
INSEE_69293;69293;Sathonay-Village;Métropole de Lyon;69;France;rpc_arrivee, rpc_depart
INSEE_69294;69294;Sérézin-du-Rhône;Communauté de communes du Pays de l'Ozon;69;France;rpc_arrivee, rpc_depart
INSEE_69295;69295;Simandres;Communauté de communes du Pays de l'Ozon;69;France;rpc_arrivee, rpc_depart
INSEE_69296;69296;Solaize;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart
INSEE_69297;69297;Ternay;Communauté de communes du Pays de l'Ozon;69;France;rpc_arrivee, rpc_depart
INSEE_69298;69298;Toussieu;Communauté de communes de l'Est Lyonnais (CCEL);69;France;rpc_arrivee, rpc_depart
INSEE_69299;69299;Colombier-Saugnieu;Communauté de communes de l'Est Lyonnais (CCEL);69;France;rpc_arrivee, rpc_depart
INSEE_69370;69370;69370;;69;France;comptage_sites
INSEE_69381;69381;Lyon 1er Arrondissement;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69382;69382;Lyon 2e Arrondissement;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69383;69383;Lyon 3e Arrondissement;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69384;69384;Lyon 4e Arrondissement;Métropole de Lyon;69;France;comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69385;69385;Lyon 5e Arrondissement;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69386;69386;Lyon 6e Arrondissement;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69387;69387;Lyon 7e Arrondissement;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69388;69388;Lyon 8e Arrondissement;Métropole de Lyon;69;France;chantiers, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69389;69389;Lyon 9e Arrondissement;Métropole de Lyon;69;France;chantiers, comptage_sites, rpc_arrivee, rpc_depart, stations_taxi
INSEE_69600;69600;69600;;69;France;comptage_sites
INSEE_69700;69700;69700;;69;France;comptage_sites
INSEE_71072;71072;Cersot;CC Sud Côte Chalonnaise;71;France;rpc_depart
INSEE_71090;71090;La Chapelle-de-Guinchay;Communauté d'agglomération Mâconnais Beaujolais Agglomération;71;France;rpc_arrivee, rpc_depart
INSEE_71105;71105;Charnay-lès-Mâcon;Communauté d'agglomération Mâconnais Beaujolais Agglomération;71;France;rpc_arrivee, rpc_depart
INSEE_71270;71270;Mâcon;Communauté d'agglomération Mâconnais Beaujolais Agglomération;71;France;rpc_arrivee, rpc_depart
INSEE_71360;71360;Prissé;Communauté d'agglomération Mâconnais Beaujolais Agglomération;71;France;rpc_arrivee
INSEE_71383;71383;Saint-Albain;Communauté de communes Mâconnais - Tournugeois;71;France;rpc_arrivee
INSEE_71520;71520;Sevrey;Communauté d'agglomération Le Grand Chalon;71;France;rpc_arrivee, rpc_depart
INSEE_71543;71543;Tournus;Communauté de communes Mâconnais - Tournugeois;71;France;rpc_arrivee
INSEE_73008;73008;Aix-les-Bains;Communauté d'agglomération Grand Lac;73;France;rpc_depart
INSEE_73029;73029;Barberaz;Communauté d'agglomération du Grand Chambéry;73;France;rpc_arrivee, rpc_depart
INSEE_73065;73065;Chambéry;Communauté d'agglomération du Grand Chambéry;73;France;rpc_arrivee, rpc_depart
INSEE_73103;73103;Drumettaz-Clarafond;CA Grand Lac;73;France;rpc_arrivee
INSEE_73179;73179;La Motte-Servolex;Communauté d'agglomération du Grand Chambéry;73;France;rpc_arrivee, rpc_depart
INSEE_73182;73182;Mouxy;CA Grand Lac;73;France;rpc_depart
INSEE_73184;73184;Nances;Communauté de communes du Lac d'Aiguebelette (CCLA);73;France;rpc_arrivee, rpc_depart
INSEE_73213;73213;La Ravoire;Communauté d'agglomération du Grand Chambéry;73;France;rpc_arrivee, rpc_depart
INSEE_73219;73219;Saint-Alban-de-Montbel;Communauté de communes du Lac d'Aiguebelette (CCLA);73;France;rpc_depart
INSEE_73222;73222;Saint-Alban-Leysse;Communauté d'agglomération du Grand Chambéry;73;France;rpc_arrivee
INSEE_74002;74002;Alby-sur-Chéran;Communauté d'agglomération du Grand Annecy;74;France;rpc_arrivee, rpc_depart
INSEE_74010;74010;Annecy;Communauté d'agglomération du Grand Annecy;74;France;rpc_depart
INSEE_74016;74016;Archamps;CC du Genevois;74;France;rpc_depart
